/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter HE498/10-3 (North_Sea_Drifter5) in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.org/10.1594/PANGAEA.897993
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.310984 * MEDIAN LONGITUDE: 8.238230 * SOUTH-BOUND LATITUDE: 54.005990 * WEST-BOUND LONGITUDE: 7.653670 * NORTH-BOUND LATITUDE: 54.669420 * EAST-BOUND LONGITUDE: 8.680490
	DATE/TIME START: 2017-10-08T09:29:51 * DATE/TIME END: 2017-10-23T07:53:40
	MINIMUM ELEVATION: -33.0 m * MAXIMUM ELEVATION: -33.0 m
Event(s):	HE498/10-3 * LATITUDE: 54.027800 * LONGITUDE: 7.745680 * DATE/TIME: 2017-10-08T09:29:00 * ELEVATION: -33.0 m * LOCATION: North Sea * CAMPAIGN: HE498 * BASIS: Heincke (URI: http://www.awi.de/en/expedition/ships/research-vessel-heincke.html) * DEVICE: Drifter (DRIFT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
2017-10-13T12:24	54.24838	8.17501
2017-10-13T12:34	54.24894	8.17844
2017-10-13T12:44	54.24971	8.18342
2017-10-13T13:34	54.25426	8.21579
2017-10-13T13:44	54.25525	8.22350
2017-10-13T13:54	54.25632	8.23105
2017-10-13T14:04	54.25749	8.23861
2017-10-13T14:14	54.25822	8.24555
2017-10-13T14:24	54.25863	8.25150
2017-10-13T15:27	54.26213	8.27515
2017-10-13T15:37	54.26299	8.27891
2017-10-13T15:47	54.26376	8.28125
2017-10-13T15:56	54.26467	8.28313
2017-10-13T16:03	54.26546	8.28434
2017-10-13T16:13	54.26654	8.28586
2017-10-13T16:23	54.26774	8.28731
2017-10-13T16:33	54.26903	8.28834
2017-10-13T16:45	54.27071	8.28916
2017-10-13T16:53	54.27183	8.28951
2017-10-13T17:03	54.27357	8.28992
2017-10-13T17:13	54.27542	8.29008
2017-10-13T17:23	54.27736	8.29019
2017-10-13T17:36	54.27944	8.29003
2017-10-13T17:46	54.28167	8.28987
2017-10-13T17:56	54.28480	8.28936
2017-10-13T18:03	54.28632	8.28912
2017-10-13T18:13	54.28872	8.28880
2017-10-13T18:37	54.29293	8.28800
2017-10-13T18:47	54.29525	8.28679
2017-10-13T18:57	54.29701	8.28576
2017-10-13T19:06	54.29961	8.28112
2017-10-13T19:14	54.30105	8.27910
2017-10-13T19:24	54.30238	8.27764
2017-10-13T19:34	54.30264	8.28064
2017-10-13T19:42	54.30379	8.27942
2017-10-13T19:52	54.30400	8.27650
2017-10-13T20:05	54.30505	8.27417
2017-10-13T20:15	54.30728	8.27238
2017-10-13T20:25	54.30808	8.26998
2017-10-13T20:52	54.30985	8.26243
2017-10-13T21:12	54.31094	8.25714
2017-10-13T21:25	54.31164	8.25425
2017-10-13T21:42	54.31214	8.25095
2017-10-13T21:54	54.31220	8.24935
2017-10-13T22:04	54.31229	8.24773
2017-10-13T22:15	54.31222	8.24682
2017-10-13T22:22	54.31214	8.24588
2017-10-13T22:35	54.31209	8.24477
2017-10-13T22:42	54.31199	8.24436
2017-10-13T22:51	54.31182	8.24421
2017-10-13T23:01	54.31152	8.24430
2017-10-13T23:11	54.31110	8.24479
2017-10-13T23:21	54.31080	8.24530
2017-10-13T23:31	54.31041	8.24642
2017-10-13T23:43	54.30985	8.24792
2017-10-13T23:51	54.30937	8.24930
2017-10-14T00:01	54.30881	8.25120
2017-10-14T00:11	54.30817	8.25390
2017-10-14T00:21	54.30774	8.25630
2017-10-14T00:31	54.30718	8.25957
2017-10-14T00:41	54.30654	8.26441
2017-10-14T00:51	54.30611	8.26734
2017-10-14T01:01	54.30568	8.27163
2017-10-14T01:11	54.30510	8.27682
2017-10-14T01:21	54.30434	8.28247
2017-10-14T01:34	54.30353	8.29008
2017-10-14T01:41	54.30309	8.29423
2017-10-14T01:53	54.30229	8.30225
2017-10-14T02:01	54.30187	8.30707
2017-10-14T02:11	54.30136	8.31359
2017-10-14T02:40	54.30022	8.33103
2017-10-14T02:50	54.30013	8.33611
2017-10-14T03:02	54.30029	8.34214
2017-10-14T03:14	54.30065	8.34768
2017-10-14T03:20	54.30081	8.35025
2017-10-14T03:34	54.30146	8.35600
2017-10-14T03:40	54.30178	8.35856
2017-10-14T04:00	54.30230	8.36619
2017-10-14T04:20	54.30344	8.37341
2017-10-14T04:40	54.30490	8.38021
2017-10-14T04:50	54.30589	8.38330
2017-10-14T05:00	54.30713	8.38613
2017-10-14T05:14	54.30845	8.38941
2017-10-14T05:24	54.30974	8.39199
2017-10-14T05:33	54.31091	8.39428
2017-10-14T05:50	54.31300	8.39765
2017-10-14T06:33	54.31795	8.40197
2017-10-14T07:50	54.32529	8.39175
2017-10-14T08:21	54.32804	8.37785
2017-10-14T08:31	54.32894	8.37339
2017-10-14T08:41	54.33010	8.36755
2017-10-14T08:59	54.33146	8.35915
2017-10-14T09:33	54.33395	8.34315
2017-10-14T09:39	54.33432	8.34012
2017-10-14T09:49	54.33492	8.33583
2017-10-14T10:01	54.33714	8.32823
2017-10-14T10:11	54.33585	8.32677
2017-10-14T10:19	54.33615	8.32419
2017-10-14T10:29	54.33641	8.32084
2017-10-14T10:49	54.33670	8.31493
2017-10-14T11:01	54.33676	8.31212
2017-10-14T11:11	54.33685	8.30929
2017-10-14T11:29	54.33676	8.30603
2017-10-14T11:39	54.33672	8.30424
2017-10-14T11:49	54.33672	8.30373
2017-10-14T11:59	54.33661	8.30289
2017-10-14T12:08	54.33634	8.30247
2017-10-14T12:18	54.33613	8.30221
2017-10-14T12:28	54.33596	8.30237
2017-10-14T12:38	54.33556	8.30302
2017-10-14T12:58	54.33480	8.30505
2017-10-14T13:08	54.33450	8.30650
2017-10-14T13:18	54.33441	8.30805
2017-10-14T13:30	54.33429	8.31063
2017-10-14T13:48	54.33383	8.31636
2017-10-14T13:58	54.33358	8.32032
2017-10-14T14:08	54.33324	8.32478
2017-10-14T14:41	54.33245	8.34254
2017-10-14T14:48	54.33232	8.34609
2017-10-14T15:18	54.33257	8.36271
2017-10-14T15:29	54.33297	8.36825
2017-10-14T15:40	54.33352	8.37364
2017-10-14T16:02	54.33562	8.38421
2017-10-14T16:58	54.34243	8.41011
2017-10-14T17:08	54.34333	8.41320
2017-10-14T17:18	54.34436	8.41663
2017-10-14T18:11	54.34996	8.43268
2017-10-14T18:28	54.35147	8.43636
2017-10-14T19:00	54.35420	8.44061
2017-10-14T19:10	54.35467	8.44103
2017-10-14T19:20	54.35544	8.44095
2017-10-14T19:27	54.35589	8.44053
2017-10-14T19:37	54.35658	8.43939
2017-10-14T19:47	54.35746	8.43731
2017-10-14T19:57	54.35813	8.43570
2017-10-14T20:07	54.35927	8.43319
2017-10-14T20:57	54.36376	8.41379
2017-10-14T21:07	54.36398	8.40864
2017-10-14T21:41	54.36524	8.38800
2017-10-14T22:37	54.36826	8.35336
2017-10-14T22:59	54.36906	8.34130
2017-10-15T00:06	54.36919	8.31115
2017-10-15T00:16	54.36906	8.30901
2017-10-15T00:26	54.36889	8.30629
2017-10-15T00:38	54.36858	8.30369
2017-10-15T00:48	54.36837	8.30146
2017-10-15T00:58	54.36816	8.29931
2017-10-15T01:06	54.36800	8.29805
2017-10-15T01:18	54.36777	8.29678
2017-10-15T01:26	54.36763	8.29604
2017-10-15T01:36	54.36754	8.29536
2017-10-15T01:46	54.36746	8.29513
2017-10-15T01:56	54.36742	8.29538
2017-10-15T02:46	54.36766	8.30438
2017-10-15T02:59	54.36778	8.30826
2017-10-15T03:09	54.36795	8.31288
2017-10-15T03:19	54.36812	8.31916
2017-10-15T03:36	54.36834	8.32850
2017-10-15T03:56	54.36843	8.34043
2017-10-15T04:06	54.36843	8.34559
2017-10-15T04:16	54.36843	8.35083
2017-10-15T04:25	54.36842	8.35731
2017-10-15T04:35	54.36851	8.36049
2017-10-15T04:55	54.36909	8.36928
2017-10-15T05:05	54.36930	8.37341
2017-10-15T05:15	54.36956	8.37726
2017-10-15T05:25	54.36998	8.38130
2017-10-15T05:38	54.37057	8.38624
2017-10-15T05:45	54.37086	8.38868
2017-10-15T05:55	54.37132	8.39212
2017-10-15T06:05	54.37191	8.39521
2017-10-15T06:35	54.37458	8.40437
2017-10-15T07:15	54.37874	8.41325
2017-10-15T07:25	54.37981	8.41477
2017-10-15T07:35	54.38080	8.41563
2017-10-15T07:47	54.38178	8.41574
2017-10-15T07:57	54.38298	8.41506
2017-10-15T08:15	54.38449	8.41259
2017-10-15T09:18	54.39355	8.38388
2017-10-15T09:24	54.39426	8.38085
2017-10-15T09:34	54.39529	8.37587
2017-10-15T09:44	54.39627	8.37032
2017-10-15T09:54	54.39726	8.36467
2017-10-15T10:04	54.39825	8.35858
2017-10-15T10:26	54.40046	8.34465
2017-10-15T10:34	54.40117	8.34013
2017-10-15T10:44	54.40202	8.33455
2017-10-15T10:54	54.40288	8.32870
2017-10-15T11:04	54.40357	8.32278
2017-10-15T11:14	54.40413	8.31704
2017-10-15T11:24	54.40456	8.31146
2017-10-15T11:57	54.40535	8.29440
2017-10-15T12:07	54.40535	8.28984
2017-10-15T12:17	54.40522	8.28556
2017-10-15T12:27	54.40497	8.28144
2017-10-15T12:37	54.40467	8.27774
2017-10-15T12:46	54.40433	8.27460
2017-10-15T12:54	54.40403	8.27210
2017-10-15T13:03	54.40360	8.26896
2017-10-15T13:13	54.40326	8.26596
2017-10-15T13:23	54.40283	8.26322
2017-10-15T13:33	54.40242	8.26069
2017-10-15T13:53	54.40147	8.25653
2017-10-15T14:03	54.40121	8.25576
2017-10-15T14:13	54.40082	8.25489
2017-10-15T14:23	54.40046	8.25430
2017-10-15T14:33	54.40020	8.25430
2017-10-15T14:43	54.39994	8.25464
2017-10-15T14:53	54.39968	8.25545
2017-10-15T15:33	54.39932	8.26426
2017-10-15T15:43	54.39932	8.26769
2017-10-15T15:53	54.39936	8.27155
2017-10-15T16:05	54.39952	8.27718
2017-10-15T16:12	54.39966	8.28098
2017-10-15T16:22	54.39995	8.28640
2017-10-15T16:32	54.40016	8.29189
2017-10-15T16:42	54.40046	8.29763
2017-10-15T16:52	54.40076	8.30359
2017-10-15T17:02	54.40095	8.30940
2017-10-15T17:16	54.40144	8.31719
2017-10-15T17:22	54.40167	8.32053
2017-10-15T17:32	54.40207	8.32568
2017-10-15T17:42	54.40250	8.33023
2017-10-15T17:52	54.40305	8.33455
2017-10-15T18:02	54.40374	8.33864
2017-10-15T18:12	54.40461	8.34251
2017-10-15T18:25	54.40586	8.34716
2017-10-15T19:22	54.41225	8.36360
2017-10-15T19:42	54.41479	8.36796
2017-10-15T20:02	54.41766	8.37099
2017-10-15T20:12	54.41925	8.37236
2017-10-15T20:22	54.42037	8.37270
2017-10-15T20:32	54.42176	8.37308
2017-10-15T20:41	54.42371	8.37294
2017-10-15T20:51	54.42504	8.37276
2017-10-15T21:01	54.42684	8.37208
2017-10-15T22:51	54.44006	8.34581
2017-10-15T23:04	54.44037	8.34083
2017-10-15T23:11	54.44044	8.33817
2017-10-15T23:31	54.44019	8.32965
2017-10-15T23:41	54.43976	8.32450
2017-10-15T23:51	54.43929	8.32107
2017-10-16T00:01	54.43862	8.31695
2017-10-16T00:21	54.43700	8.30910
2017-10-16T00:41	54.43483	8.30174
2017-10-16T00:51	54.43376	8.29856
2017-10-16T01:01	54.43269	8.29556
2017-10-16T01:13	54.43172	8.29280
2017-10-16T01:23	54.43073	8.28998
2017-10-16T01:30	54.43015	8.28848
2017-10-16T01:40	54.42944	8.28679
2017-10-16T01:50	54.42880	8.28551
2017-10-16T02:01	54.42808	8.28442
2017-10-16T02:10	54.42745	8.28384
2017-10-16T02:20	54.42677	8.28350
2017-10-16T02:33	54.42602	8.28345
2017-10-16T02:40	54.42549	8.28370
2017-10-16T02:50	54.42485	8.28421
2017-10-16T03:00	54.42419	8.28509
2017-10-16T03:10	54.42352	8.28656
2017-10-16T03:20	54.42283	8.28848
2017-10-16T03:30	54.42223	8.29071
2017-10-16T03:52	54.42088	8.29792
2017-10-16T04:00	54.41949	8.30101
2017-10-16T04:10	54.41773	8.30592
2017-10-16T04:20	54.41733	8.31152
2017-10-16T04:30	54.41821	8.31706
2017-10-16T04:40	54.41825	8.32290
2017-10-16T04:52	54.41815	8.32984
2017-10-16T05:02	54.41815	8.33628
2017-10-16T05:20	54.41862	8.34688
2017-10-16T05:32	54.41927	8.35281
2017-10-16T05:42	54.41991	8.35847
2017-10-16T05:52	54.42120	8.36491
2017-10-16T06:00	54.42210	8.36875
2017-10-16T06:10	54.42368	8.37503
2017-10-16T06:20	54.42522	8.37941
2017-10-16T06:30	54.42698	8.38388
2017-10-16T06:41	54.42920	8.38815
2017-10-16T07:00	54.43242	8.39392
2017-10-16T07:19	54.43614	8.40030
2017-10-16T07:29	54.43784	8.40319
2017-10-16T07:39	54.43958	8.40529
2017-10-16T07:49	54.44145	8.40757
2017-10-16T07:59	54.44351	8.40911
2017-10-16T09:22	54.45852	8.41385
2017-10-16T09:29	54.45977	8.41319
2017-10-16T09:39	54.46131	8.41216
2017-10-16T09:49	54.46273	8.41053
2017-10-16T09:59	54.46415	8.40842
2017-10-16T10:09	54.46544	8.40568
2017-10-16T10:19	54.46669	8.40263
2017-10-16T10:31	54.46823	8.39832
2017-10-16T10:39	54.46912	8.39536
2017-10-16T10:49	54.47024	8.39150
2017-10-16T10:59	54.47117	8.38761
2017-10-16T11:09	54.47178	8.38386
2017-10-16T11:19	54.47209	8.38031
2017-10-16T11:29	54.47206	8.37667
2017-10-16T11:40	54.47161	8.37229
2017-10-16T11:49	54.47110	8.36761
2017-10-16T11:59	54.47032	8.36192
2017-10-16T12:09	54.46906	8.35594
2017-10-16T12:19	54.46776	8.34957
2017-10-16T12:28	54.46623	8.34362
2017-10-16T12:38	54.46430	8.33641
2017-10-16T12:48	54.46323	8.33254
2017-10-16T12:58	54.46157	8.32743
2017-10-16T13:08	54.45994	8.32272
2017-10-16T13:18	54.45822	8.31809
2017-10-16T13:31	54.45628	8.31362
2017-10-16T13:41	54.45474	8.30967
2017-10-16T13:51	54.45285	8.30375
2017-10-16T14:08	54.45056	8.29620
2017-10-16T14:18	54.44919	8.29200
2017-10-16T14:28	54.44782	8.28818
2017-10-16T14:40	54.44640	8.28482
2017-10-16T14:48	54.44502	8.28170
2017-10-16T15:00	54.44344	8.27813
2017-10-16T15:17	54.44096	8.27295
2017-10-16T15:27	54.44028	8.27135
2017-10-16T15:37	54.43933	8.26892
2017-10-16T15:57	54.43790	8.26667
2017-10-16T16:07	54.43708	8.26606
2017-10-16T16:17	54.43669	8.26615
2017-10-16T16:27	54.43617	8.26687
2017-10-16T16:37	54.43554	8.26861
2017-10-16T16:47	54.43472	8.27110
2017-10-16T16:57	54.43391	8.27397
2017-10-16T17:07	54.43311	8.27715
2017-10-16T17:17	54.43223	8.28210
2017-10-16T17:27	54.43173	8.28532
2017-10-16T17:37	54.43112	8.28966
2017-10-16T17:47	54.43081	8.29454
2017-10-16T17:57	54.43064	8.29918
2017-10-16T18:07	54.43073	8.30405
2017-10-16T18:17	54.43100	8.30893
2017-10-16T18:30	54.43163	8.31438
2017-10-16T18:37	54.43253	8.31886
2017-10-16T18:47	54.43309	8.32194
2017-10-16T18:57	54.43412	8.32530
2017-10-16T19:10	54.43610	8.32929
2017-10-16T19:40	54.44086	8.33892
2017-10-16T19:47	54.44206	8.34080
2017-10-16T19:56	54.44394	8.34350
2017-10-16T20:06	54.44570	8.34625
2017-10-16T20:16	54.44733	8.34882
2017-10-16T20:26	54.44895	8.35136
2017-10-16T20:56	54.45383	8.35811
2017-10-16T21:28	54.45884	8.36433
2017-10-16T21:38	54.46064	8.36510
2017-10-16T21:48	54.46274	8.36510
2017-10-16T21:59	54.46463	8.36464
2017-10-16T22:06	54.46584	8.36453
2017-10-16T22:16	54.46730	8.36469
2017-10-16T22:26	54.46880	8.36358
2017-10-16T22:46	54.47175	8.36090
2017-10-16T23:56	54.47667	8.33972
2017-10-17T00:27	54.47565	8.32638
2017-10-17T00:37	54.47514	8.32199
2017-10-17T00:47	54.47407	8.31719
2017-10-17T00:55	54.47319	8.31281
2017-10-17T01:05	54.47226	8.30744
2017-10-17T01:18	54.47117	8.30193
2017-10-17T01:28	54.46971	8.29566
2017-10-17T01:35	54.46879	8.29255
2017-10-17T01:45	54.46746	8.28860
2017-10-17T01:55	54.46608	8.28414
2017-10-17T02:05	54.46481	8.28046
2017-10-17T02:15	54.46343	8.27702
2017-10-17T03:05	54.45781	8.26498
2017-10-17T03:15	54.45678	8.26365
2017-10-17T03:35	54.45491	8.26225
2017-10-17T03:45	54.45358	8.26243
2017-10-17T03:55	54.45302	8.26277
2017-10-17T04:15	54.45120	8.26543
2017-10-17T04:25	54.45010	8.26781
2017-10-17T04:35	54.44924	8.27073
2017-10-17T04:45	54.44815	8.27422
2017-10-17T04:55	54.44708	8.27929
2017-10-17T05:05	54.44674	8.28204
2017-10-17T05:14	54.44632	8.28691
2017-10-17T05:24	54.44593	8.29232
2017-10-17T05:34	54.44567	8.29798
2017-10-17T05:57	54.44609	8.31169
2017-10-17T06:07	54.44646	8.31757
2017-10-17T06:54	54.45041	8.34641
2017-10-17T07:04	54.45158	8.35206
2017-10-17T07:15	54.45311	8.35834
2017-10-17T07:24	54.45483	8.36398
2017-10-17T07:44	54.45955	8.37327
2017-10-17T08:24	54.46920	8.38824
2017-10-17T08:34	54.47225	8.39209
2017-10-17T08:44	54.47367	8.39390
2017-10-17T08:54	54.47616	8.39622
2017-10-17T09:03	54.47860	8.39849
2017-10-17T09:26	54.48394	8.40222
2017-10-17T09:33	54.48592	8.40476
2017-10-17T09:43	54.48815	8.40630
2017-10-17T09:53	54.49047	8.40836
2017-10-17T10:03	54.49295	8.41074
2017-10-17T10:13	54.49509	8.41452
2017-10-17T10:26	54.49791	8.41746
2017-10-17T10:46	54.50010	8.42012
2017-10-17T10:53	54.50114	8.41984
2017-10-17T11:13	54.50516	8.41918
2017-10-17T11:33	54.50823	8.41634
2017-10-17T11:53	54.51014	8.41240
2017-10-17T12:03	54.51035	8.41111
2017-10-17T12:13	54.51048	8.40881
2017-10-17T12:23	54.51021	8.40615
2017-10-17T12:32	54.50949	8.40304
2017-10-17T12:42	54.50855	8.40011
2017-10-17T12:52	54.50712	8.39692
2017-10-17T13:32	54.49788	8.38768
2017-10-17T13:42	54.49379	8.38630
2017-10-17T13:52	54.49117	8.38579
2017-10-17T14:02	54.48881	8.38552
2017-10-17T14:32	54.47932	8.38599
2017-10-17T14:42	54.47627	8.38643
2017-10-17T14:52	54.47314	8.38702
2017-10-17T15:02	54.46986	8.38774
2017-10-17T15:12	54.46647	8.38791
2017-10-17T15:31	54.45975	8.38779
2017-10-17T15:41	54.45615	8.38728
2017-10-17T15:51	54.45250	8.38634
2017-10-17T16:01	54.44970	8.38833
2017-10-17T16:11	54.44683	8.38923
2017-10-17T16:34	54.44041	8.39619
2017-10-17T16:41	54.43899	8.39725
2017-10-17T16:51	54.43672	8.39915
2017-10-17T17:01	54.43423	8.40232
2017-10-17T17:11	54.43189	8.40643
2017-10-17T17:21	54.42976	8.41106
2017-10-17T17:43	54.42528	8.42068
2017-10-17T17:50	54.42388	8.42648
2017-10-17T18:00	54.42294	8.43516
2017-10-17T18:10	54.42189	8.44353
2017-10-17T18:43	54.41030	8.47973
2017-10-17T18:53	54.41253	8.48298
2017-10-17T19:03	54.41515	8.48728
2017-10-17T20:40	54.43292	8.55000
2017-10-17T20:50	54.43562	8.55620
2017-10-17T21:13	54.44353	8.57180
2017-10-17T21:19	54.44565	8.57569
2017-10-17T21:30	54.44886	8.58154
2017-10-17T21:39	54.45175	8.58752
2017-10-17T22:29	54.46137	8.61145
2017-10-17T22:59	54.46448	8.62243
2017-10-17T23:09	54.46495	8.62493
2017-10-17T23:19	54.46525	8.62682
2017-10-17T23:33	54.46538	8.62848
2017-10-18T00:09	54.46210	8.62650
2017-10-18T00:19	54.46056	8.62426
2017-10-18T00:29	54.45880	8.62118
2017-10-18T00:42	54.45603	8.61575
2017-10-18T01:09	54.44867	8.60005
2017-10-18T01:19	54.44535	8.59275
2017-10-18T01:42	54.43161	8.57006
2017-10-18T02:02	54.42749	8.56363
2017-10-18T02:30	54.41755	8.54937
2017-10-18T02:40	54.41395	8.54396
2017-10-18T02:50	54.40974	8.53769
2017-10-18T03:23	54.39679	8.51770
2017-10-18T03:29	54.39452	8.51389
2017-10-18T03:59	54.38323	8.50061
2017-10-18T04:09	54.37967	8.49709
2017-10-18T04:19	54.37624	8.49357
2017-10-18T04:31	54.37262	8.48908
2017-10-18T04:39	54.37082	8.48653
2017-10-18T04:59	54.36669	8.48203
2017-10-18T05:09	54.36485	8.48129
2017-10-18T05:19	54.36330	8.48151
2017-10-18T05:42	54.36199	8.48428
2017-10-18T05:52	54.36241	8.48649
2017-10-18T06:02	54.36301	8.49207
2017-10-18T06:08	54.36378	8.49522
2017-10-18T06:18	54.36553	8.50071
2017-10-18T06:28	54.36786	8.50674
2017-10-18T06:38	54.37064	8.51366
2017-10-18T06:51	54.37474	8.52323
2017-10-18T06:58	54.37739	8.52840
2017-10-18T07:08	54.38165	8.53533
2017-10-18T07:18	54.38670	8.54273
2017-10-18T07:28	54.39175	8.55036
2017-10-18T07:38	54.39671	8.55856
2017-10-18T07:48	54.40181	8.56668
2017-10-18T07:59	54.40672	8.57574
2017-10-18T08:08	54.41129	8.58250
2017-10-18T08:18	54.41689	8.58935
2017-10-18T08:28	54.42255	8.59605
2017-10-18T08:38	54.42791	8.60141
2017-10-18T08:48	54.43319	8.60751
2017-10-18T08:58	54.43914	8.61658
2017-10-18T09:08	54.44083	8.62034
2017-10-18T09:18	54.44275	8.62697
2017-10-18T09:28	54.44399	8.63345
2017-10-18T09:38	54.44479	8.64054
2017-10-18T09:48	54.44553	8.64658
2017-10-18T09:58	54.44567	8.65133
2017-10-18T10:08	54.44570	8.65592
2017-10-18T10:18	54.44570	8.65884
2017-10-18T10:28	54.44576	8.66182
2017-10-18T10:38	54.44612	8.66536
2017-10-18T10:48	54.44651	8.66865
2017-10-18T10:58	54.44689	8.67192
2017-10-18T11:08	54.44744	8.67517
2017-10-18T11:18	54.44801	8.67772
2017-10-18T11:27	54.44851	8.67948
2017-10-18T11:37	54.44904	8.68049
2017-10-18T11:47	54.44947	8.68008
2017-10-18T11:57	54.44930	8.67866
2017-10-18T12:08	54.44856	8.67625
2017-10-18T12:17	54.44770	8.67353
2017-10-18T12:27	54.44646	8.66968
2017-10-18T12:37	54.44510	8.66461
2017-10-18T12:47	54.44403	8.65860
2017-10-18T12:57	54.44320	8.65128
2017-10-18T13:07	54.44228	8.64218
2017-10-18T13:17	54.44129	8.63326
2017-10-18T13:27	54.43933	8.62204
2017-10-18T13:37	54.43585	8.61164
2017-10-18T13:47	54.43102	8.60235
2017-10-18T13:57	54.42673	8.59608
2017-10-18T14:07	54.42192	8.59050
2017-10-18T14:17	54.41801	8.58569
2017-10-18T14:27	54.41343	8.58047
2017-10-18T14:37	54.40880	8.57395
2017-10-18T14:47	54.40537	8.56786
2017-10-18T14:57	54.40268	8.56316
2017-10-18T15:09	54.39924	8.55791
2017-10-18T15:26	54.39354	8.54857
2017-10-18T15:36	54.39024	8.54292
2017-10-18T15:46	54.38659	8.53743
2017-10-18T15:56	54.38242	8.53192
2017-10-18T16:06	54.37800	8.52612
2017-10-18T16:17	54.37388	8.52018
2017-10-18T16:26	54.37103	8.51629
2017-10-18T16:36	54.36805	8.51202
2017-10-18T16:46	54.36543	8.50801
2017-10-18T16:56	54.36333	8.50483
2017-10-18T17:06	54.36145	8.50215
2017-10-18T17:17	54.35969	8.49990
2017-10-18T17:26	54.35828	8.49865
2017-10-18T17:36	54.35684	8.49835
2017-10-18T17:46	54.35551	8.49932
2017-10-18T17:56	54.35443	8.50106
2017-10-18T18:06	54.35421	8.50240
2017-10-18T18:18	54.35473	8.50406
2017-10-18T18:26	54.35521	8.50512
2017-10-18T18:46	54.35722	8.50860
2017-10-18T18:56	54.35832	8.51082
2017-10-18T19:06	54.35984	8.51327
2017-10-18T19:17	54.36201	8.51628
2017-10-18T19:27	54.36484	8.52031
2017-10-18T19:36	54.36734	8.52394
2017-10-18T19:46	54.37072	8.52867
2017-10-18T19:56	54.37459	8.53382
2017-10-18T20:06	54.37962	8.53975
2017-10-18T20:35	54.39690	8.56099
2017-10-18T20:45	54.40196	8.56854
2017-10-18T20:55	54.40651	8.57661
2017-10-18T21:05	54.41100	8.58322
2017-10-18T21:15	54.41568	8.58880
2017-10-18T21:45	54.42973	8.60313
2017-10-18T21:55	54.43449	8.60828
2017-10-18T22:05	54.43822	8.61309
2017-10-18T22:15	54.44062	8.61712
2017-10-18T22:25	54.44238	8.62124
2017-10-18T22:35	54.44381	8.62562
2017-10-18T22:47	54.44516	8.63006
2017-10-18T23:15	54.44755	8.63678
2017-10-18T23:25	54.44787	8.63733
2017-10-18T23:35	54.44810	8.63772
2017-10-18T23:48	54.44824	8.63726
2017-10-18T23:58	54.44824	8.63547
2017-10-19T00:47	54.44509	8.61891
2017-10-19T00:57	54.44337	8.61342
2017-10-19T01:07	54.44067	8.60468
2017-10-19T01:14	54.43893	8.59901
2017-10-19T01:24	54.43554	8.58989
2017-10-19T01:34	54.43159	8.58156
2017-10-19T01:44	54.42680	8.57255
2017-10-19T01:54	54.42161	8.56316
2017-10-19T02:34	54.40107	8.52874
2017-10-19T03:04	54.38566	8.50374
2017-10-19T03:34	54.36919	8.47282
2017-10-19T03:44	54.36777	8.46561
2017-10-19T03:54	54.36611	8.45473
2017-10-19T04:25	54.36371	8.43272
2017-10-19T04:35	54.36332	8.42723
2017-10-19T04:45	54.36298	8.42132
2017-10-19T05:13	54.36184	8.40742
2017-10-19T05:34	54.36050	8.40114
2017-10-19T05:44	54.35951	8.39858
2017-10-19T05:54	54.36239	8.39917
2017-10-19T06:04	54.35936	8.39729
2017-10-19T06:23	54.35900	8.40029
2017-10-19T06:33	54.35921	8.40260
2017-10-19T06:43	54.35968	8.40663
2017-10-19T06:57	54.36076	8.41460
2017-10-19T07:13	54.36217	8.42707
2017-10-19T07:23	54.36287	8.43587
2017-10-19T07:33	54.36300	8.44553
2017-10-19T07:43	54.36310	8.45617
2017-10-19T07:53	54.36439	8.46637
2017-10-19T08:05	54.36597	8.47597
2017-10-19T08:14	54.36711	8.48124
2017-10-19T08:24	54.36896	8.48846
2017-10-19T08:33	54.37039	8.49349
2017-10-19T08:43	54.37228	8.49915
2017-10-19T08:53	54.37411	8.50441
2017-10-19T09:06	54.37585	8.50904
